species,pic_id,original_filename,local_filename,url,family,in_miyazawa,download_status,file_size
Chaetodon humeralis,165851,165851AF.jpg,Chaetodon_humeralis_FishPix_165851.jpg,https://fishpix.kahaku.go.jp/photos/NR0165/165851AF.jpg,Chaetodontidae,no,success,213805
Unknown,165859,165859AF.jpg,Unknown_FishPix_165859.jpg,https://fishpix.kahaku.go.jp/photos/NR0165/165859AF.jpg,Chaetodontidae,no,success,351623
Unknown,165866,165866AF.jpg,Unknown_FishPix_165866.jpg,https://fishpix.kahaku.go.jp/photos/NR0165/165866AF.jpg,Chaetodontidae,no,success,444538
Unknown,165876,165876AF.jpg,Unknown_FishPix_165876.jpg,https://fishpix.kahaku.go.jp/photos/NR0165/165876AF.jpg,Chaetodontidae,no,success,261233
Chaetodon kleinii,166040,166040AF.jpg,Chaetodon_kleinii_FishPix_166040.jpg,https://fishpix.kahaku.go.jp/photos/NR0166/166040AF.jpg,Chaetodontidae,no,success,88586
Chaetodon nippon,16661,16661AF.jpg,Chaetodon_nippon_FishPix_16661.jpg,https://fishpix.kahaku.go.jp/photos/NR0016/16661AF.jpg,Chaetodontidae,no,success,513272
Chaetodon ephippium,166711,166711AF.jpg,Chaetodon_ephippium_FishPix_166711.jpg,https://fishpix.kahaku.go.jp/photos/NR0166/166711AF.jpg,Chaetodontidae,no,success,138154
Chaetodon auripes,166806,166806AF.jpg,Chaetodon_auripes_FishPix_166806.jpg,https://fishpix.kahaku.go.jp/photos/NR0166/166806AF.jpg,Chaetodontidae,no,success,115789
Heniochus chrysostomus,166865,166865AF.jpg,Heniochus_chrysostomus_FishPix_166865.jpg,https://fishpix.kahaku.go.jp/photos/NR0166/166865AF.jpg,Chaetodontidae,no,success,104938
Unknown,166866,166866AF.jpg,Unknown_FishPix_166866.jpg,https://fishpix.kahaku.go.jp/photos/NR0166/166866AF.jpg,Chaetodontidae,no,success,70426
Unknown,166952,166952AF.jpg,Unknown_FishPix_166952.jpg,https://fishpix.kahaku.go.jp/photos/NR0166/166952AF.jpg,Chaetodontidae,no,success,116835
Chaetodon punctatofasciatus,166960,166960AF.jpg,Chaetodon_punctatofasciatus_FishPix_166960.jpg,https://fishpix.kahaku.go.jp/photos/NR0166/166960AF.jpg,Chaetodontidae,no,success,90616
Chaetodon baronessa,166983,166983AF.jpg,Chaetodon_baronessa_FishPix_166983.jpg,https://fishpix.kahaku.go.jp/photos/NR0166/166983AF.jpg,Chaetodontidae,no,success,93436
Unknown,167015,167015AF.jpg,Unknown_FishPix_167015.jpg,https://fishpix.kahaku.go.jp/photos/NR0167/167015AF.jpg,Chaetodontidae,no,success,117254
Chaetodon ephippium,167020,167020AF.jpg,Chaetodon_ephippium_FishPix_167020.jpg,https://fishpix.kahaku.go.jp/photos/NR0167/167020AF.jpg,Chaetodontidae,no,success,102997
Heniochus chrysostomus,167089,167089AF.jpg,Heniochus_chrysostomus_FishPix_167089.jpg,https://fishpix.kahaku.go.jp/photos/NR0167/167089AF.jpg,Chaetodontidae,no,success,78835
Heniochus chrysostomus,16712,16712AF.jpg,Heniochus_chrysostomus_FishPix_16712.jpg,https://fishpix.kahaku.go.jp/photos/NR0016/16712AF.jpg,Chaetodontidae,no,success,586439
Unknown,167122,167122AF.jpg,Unknown_FishPix_167122.jpg,https://fishpix.kahaku.go.jp/photos/NR0167/167122AF.jpg,Chaetodontidae,no,success,74557
Chaetodon melannotus,167123,167123AF.jpg,Chaetodon_melannotus_FishPix_167123.jpg,https://fishpix.kahaku.go.jp/photos/NR0167/167123AF.jpg,Chaetodontidae,no,success,49358
Chaetodon bennetti,16721,16721AF.jpg,Chaetodon_bennetti_FishPix_16721.jpg,https://fishpix.kahaku.go.jp/photos/NR0016/16721AF.jpg,Chaetodontidae,yes,success,596243
Chaetodon adiergastos,168235,168235AF.jpg,Chaetodon_adiergastos_FishPix_168235.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168235AF.jpg,Chaetodontidae,no,success,134754
Chaetodon argentatus,168236,168236AF.jpg,Chaetodon_argentatus_FishPix_168236.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168236AF.jpg,Chaetodontidae,no,success,106653
Chaetodon argentatus,168237,168237AF.jpg,Chaetodon_argentatus_FishPix_168237.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168237AF.jpg,Chaetodontidae,no,success,155334
Chaetodon argentatus,168238,168238AF.jpg,Chaetodon_argentatus_FishPix_168238.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168238AF.jpg,Chaetodontidae,no,success,134532
Chaetodon argentatus,168239,168239AF.jpg,Chaetodon_argentatus_FishPix_168239.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168239AF.jpg,Chaetodontidae,no,success,99529
Chaetodon argentatus,168240,168240AF.jpg,Chaetodon_argentatus_FishPix_168240.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168240AF.jpg,Chaetodontidae,no,success,163653
Chaetodon argentatus,168241,168241AF.jpg,Chaetodon_argentatus_FishPix_168241.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168241AF.jpg,Chaetodontidae,no,success,128494
Chaetodon argentatus,168242,168242AF.jpg,Chaetodon_argentatus_FishPix_168242.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168242AF.jpg,Chaetodontidae,no,success,158256
Chaetodon argentatus,168243,168243AF.jpg,Chaetodon_argentatus_FishPix_168243.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168243AF.jpg,Chaetodontidae,no,success,186109
Chaetodon auriga,168244,168244AF.jpg,Chaetodon_auriga_FishPix_168244.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168244AF.jpg,Chaetodontidae,no,success,89309
Chaetodon auriga,168245,168245AF.jpg,Chaetodon_auriga_FishPix_168245.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168245AF.jpg,Chaetodontidae,no,success,81333
Chaetodon auriga,168246,168246AF.jpg,Chaetodon_auriga_FishPix_168246.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168246AF.jpg,Chaetodontidae,no,success,60790
Chaetodon auriga,168247,168247AF.jpg,Chaetodon_auriga_FishPix_168247.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168247AF.jpg,Chaetodontidae,no,success,91181
Chaetodon auriga,168248,168248AF.jpg,Chaetodon_auriga_FishPix_168248.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168248AF.jpg,Chaetodontidae,no,success,91464
Chaetodon auriga,168249,168249AF.jpg,Chaetodon_auriga_FishPix_168249.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168249AF.jpg,Chaetodontidae,no,success,95785
Chaetodon auriga,168250,168250AF.jpg,Chaetodon_auriga_FishPix_168250.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168250AF.jpg,Chaetodontidae,no,success,120011
Chaetodon auriga,168251,168251AF.jpg,Chaetodon_auriga_FishPix_168251.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168251AF.jpg,Chaetodontidae,no,success,116912
Chaetodon auriga,168252,168252AF.jpg,Chaetodon_auriga_FishPix_168252.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168252AF.jpg,Chaetodontidae,no,success,140428
Chaetodon auriga,168253,168253AF.jpg,Chaetodon_auriga_FishPix_168253.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168253AF.jpg,Chaetodontidae,no,success,118536
Chaetodon auriga,168254,168254AF.jpg,Chaetodon_auriga_FishPix_168254.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168254AF.jpg,Chaetodontidae,no,success,101010
Chaetodon auriga,168255,168255AF.jpg,Chaetodon_auriga_FishPix_168255.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168255AF.jpg,Chaetodontidae,no,success,131086
Chaetodon auriga,168256,168256AF.jpg,Chaetodon_auriga_FishPix_168256.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168256AF.jpg,Chaetodontidae,no,success,112520
Chaetodon auriga,168257,168257AF.jpg,Chaetodon_auriga_FishPix_168257.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168257AF.jpg,Chaetodontidae,no,success,107532
Chaetodon auriga,168258,168258AF.jpg,Chaetodon_auriga_FishPix_168258.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168258AF.jpg,Chaetodontidae,no,success,99913
Chaetodon auripes,168259,168259AF.jpg,Chaetodon_auripes_FishPix_168259.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168259AF.jpg,Chaetodontidae,no,success,127350
Chaetodon auripes,168260,168260AF.jpg,Chaetodon_auripes_FishPix_168260.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168260AF.jpg,Chaetodontidae,no,success,88382
Chaetodon auripes,168261,168261AF.jpg,Chaetodon_auripes_FishPix_168261.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168261AF.jpg,Chaetodontidae,no,success,110102
Chaetodon auripes,168262,168262AF.jpg,Chaetodon_auripes_FishPix_168262.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168262AF.jpg,Chaetodontidae,no,success,100000
Chaetodon auripes,168263,168263AF.jpg,Chaetodon_auripes_FishPix_168263.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168263AF.jpg,Chaetodontidae,no,success,123045
Chaetodon auripes,168264,168264AF.jpg,Chaetodon_auripes_FishPix_168264.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168264AF.jpg,Chaetodontidae,no,success,97778
Chaetodon baronessa,168265,168265AF.jpg,Chaetodon_baronessa_FishPix_168265.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168265AF.jpg,Chaetodontidae,no,success,158998
Chaetodon baronessa,168266,168266AF.jpg,Chaetodon_baronessa_FishPix_168266.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168266AF.jpg,Chaetodontidae,no,success,132205
Chaetodon baronessa,168267,168267AF.jpg,Chaetodon_baronessa_FishPix_168267.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168267AF.jpg,Chaetodontidae,no,success,145261
Chaetodon baronessa,168268,168268AF.jpg,Chaetodon_baronessa_FishPix_168268.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168268AF.jpg,Chaetodontidae,no,success,109681
Chaetodon baronessa,168269,168269AF.jpg,Chaetodon_baronessa_FishPix_168269.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168269AF.jpg,Chaetodontidae,no,success,95029
Chaetodon baronessa,168270,168270AF.jpg,Chaetodon_baronessa_FishPix_168270.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168270AF.jpg,Chaetodontidae,no,success,179562
Chaetodon baronessa,168271,168271AF.jpg,Chaetodon_baronessa_FishPix_168271.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168271AF.jpg,Chaetodontidae,no,success,108645
Chaetodon baronessa,168272,168272AF.jpg,Chaetodon_baronessa_FishPix_168272.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168272AF.jpg,Chaetodontidae,no,success,148758
Chaetodon bennetti,168273,168273AF.jpg,Chaetodon_bennetti_FishPix_168273.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168273AF.jpg,Chaetodontidae,no,success,120803
Chaetodon bennetti,168274,168274AF.jpg,Chaetodon_bennetti_FishPix_168274.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168274AF.jpg,Chaetodontidae,no,success,111650
Chaetodon bennetti,168275,168275AF.jpg,Chaetodon_bennetti_FishPix_168275.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168275AF.jpg,Chaetodontidae,no,success,138698
Chaetodon bennetti,168276,168276AF.jpg,Chaetodon_bennetti_FishPix_168276.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168276AF.jpg,Chaetodontidae,no,success,99793
Chaetodon bennetti,168277,168277AF.jpg,Chaetodon_bennetti_FishPix_168277.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168277AF.jpg,Chaetodontidae,no,success,120184
Chaetodon bennetti,168278,168278AF.jpg,Chaetodon_bennetti_FishPix_168278.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168278AF.jpg,Chaetodontidae,no,success,121806
Chaetodon bennetti,168279,168279AF.jpg,Chaetodon_bennetti_FishPix_168279.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168279AF.jpg,Chaetodontidae,no,success,92478
Chaetodon citrinellus,168280,168280AF.jpg,Chaetodon_citrinellus_FishPix_168280.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168280AF.jpg,Chaetodontidae,no,success,133489
Chaetodon citrinellus,168281,168281AF.jpg,Chaetodon_citrinellus_FishPix_168281.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168281AF.jpg,Chaetodontidae,no,success,128622
Chaetodon citrinellus,168282,168282AF.jpg,Chaetodon_citrinellus_FishPix_168282.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168282AF.jpg,Chaetodontidae,no,success,133959
Chaetodon citrinellus,168283,168283AF.jpg,Chaetodon_citrinellus_FishPix_168283.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168283AF.jpg,Chaetodontidae,no,success,142772
Chaetodon citrinellus,168284,168284AF.jpg,Chaetodon_citrinellus_FishPix_168284.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168284AF.jpg,Chaetodontidae,no,success,144699
Chaetodon citrinellus,168285,168285AF.jpg,Chaetodon_citrinellus_FishPix_168285.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168285AF.jpg,Chaetodontidae,no,success,94785
Chaetodon citrinellus,168286,168286AF.jpg,Chaetodon_citrinellus_FishPix_168286.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168286AF.jpg,Chaetodontidae,no,success,146247
Chaetodon citrinellus,168287,168287AF.jpg,Chaetodon_citrinellus_FishPix_168287.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168287AF.jpg,Chaetodontidae,no,success,143867
Chaetodon citrinellus,168288,168288AF.jpg,Chaetodon_citrinellus_FishPix_168288.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168288AF.jpg,Chaetodontidae,no,success,131928
Chaetodon citrinellus,168289,168289AF.jpg,Chaetodon_citrinellus_FishPix_168289.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168289AF.jpg,Chaetodontidae,no,success,161553
Chaetodon ephippium,168290,168290AF.jpg,Chaetodon_ephippium_FishPix_168290.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168290AF.jpg,Chaetodontidae,no,success,114727
Chaetodon ephippium,168291,168291AF.jpg,Chaetodon_ephippium_FishPix_168291.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168291AF.jpg,Chaetodontidae,no,success,115464
Chaetodon ephippium,168292,168292AF.jpg,Chaetodon_ephippium_FishPix_168292.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168292AF.jpg,Chaetodontidae,no,success,139404
Chaetodon ephippium,168293,168293AF.jpg,Chaetodon_ephippium_FishPix_168293.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168293AF.jpg,Chaetodontidae,no,success,148489
Chaetodon guentheri,168294,168294AF.jpg,Chaetodon_guentheri_FishPix_168294.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168294AF.jpg,Chaetodontidae,no,success,89982
Chaetodon kleinii,168295,168295AF.jpg,Chaetodon_kleinii_FishPix_168295.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168295AF.jpg,Chaetodontidae,no,success,88464
Chaetodon kleinii,168296,168296AF.jpg,Chaetodon_kleinii_FishPix_168296.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168296AF.jpg,Chaetodontidae,no,success,90202
Chaetodon kleinii,168297,168297AF.jpg,Chaetodon_kleinii_FishPix_168297.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168297AF.jpg,Chaetodontidae,no,success,132697
Chaetodon kleinii,168298,168298AF.jpg,Chaetodon_kleinii_FishPix_168298.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168298AF.jpg,Chaetodontidae,no,success,137312
Chaetodon kleinii,168299,168299AF.jpg,Chaetodon_kleinii_FishPix_168299.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168299AF.jpg,Chaetodontidae,no,success,146969
Chaetodon guentheri,16830,16830AF.jpg,Chaetodon_guentheri_FishPix_16830.jpg,https://fishpix.kahaku.go.jp/photos/NR0016/16830AF.jpg,Chaetodontidae,no,success,166623
Chaetodon kleinii,168300,168300AF.jpg,Chaetodon_kleinii_FishPix_168300.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168300AF.jpg,Chaetodontidae,no,success,95434
Chaetodon lineolatus,168301,168301AF.jpg,Chaetodon_lineolatus_FishPix_168301.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168301AF.jpg,Chaetodontidae,no,success,117421
Chaetodon lineolatus,168302,168302AF.jpg,Chaetodon_lineolatus_FishPix_168302.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168302AF.jpg,Chaetodontidae,no,success,138599
Chaetodon lineolatus,168303,168303AF.jpg,Chaetodon_lineolatus_FishPix_168303.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168303AF.jpg,Chaetodontidae,no,success,163651
Chaetodon lineolatus,168304,168304AF.jpg,Chaetodon_lineolatus_FishPix_168304.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168304AF.jpg,Chaetodontidae,no,success,133957
Unknown,168305,168305AF.jpg,Unknown_FishPix_168305.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168305AF.jpg,Chaetodontidae,no,success,122952
Unknown,168306,168306AF.jpg,Unknown_FishPix_168306.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168306AF.jpg,Chaetodontidae,no,success,108072
Unknown,168307,168307AF.jpg,Unknown_FishPix_168307.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168307AF.jpg,Chaetodontidae,no,success,231002
Unknown,168308,168308AF.jpg,Unknown_FishPix_168308.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168308AF.jpg,Chaetodontidae,no,success,141041
Unknown,168309,168309AF.jpg,Unknown_FishPix_168309.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168309AF.jpg,Chaetodontidae,no,success,128080
Unknown,168310,168310AF.jpg,Unknown_FishPix_168310.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168310AF.jpg,Chaetodontidae,no,success,94544
Unknown,168311,168311AF.jpg,Unknown_FishPix_168311.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168311AF.jpg,Chaetodontidae,no,success,113808
Chaetodon melannotus,168312,168312AF.jpg,Chaetodon_melannotus_FishPix_168312.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168312AF.jpg,Chaetodontidae,no,success,135681
Chaetodon melannotus,168313,168313AF.jpg,Chaetodon_melannotus_FishPix_168313.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168313AF.jpg,Chaetodontidae,no,success,108270
Chaetodon melannotus,168314,168314AF.jpg,Chaetodon_melannotus_FishPix_168314.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168314AF.jpg,Chaetodontidae,no,success,122343
Chaetodon melannotus,168315,168315AF.jpg,Chaetodon_melannotus_FishPix_168315.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168315AF.jpg,Chaetodontidae,no,success,120852
Chaetodon melannotus,168316,168316AF.jpg,Chaetodon_melannotus_FishPix_168316.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168316AF.jpg,Chaetodontidae,no,success,101589
Chaetodon melannotus,168317,168317AF.jpg,Chaetodon_melannotus_FishPix_168317.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168317AF.jpg,Chaetodontidae,no,success,94294
Chaetodon melannotus,168318,168318AF.jpg,Chaetodon_melannotus_FishPix_168318.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168318AF.jpg,Chaetodontidae,no,success,146017
Chaetodon nippon,168319,168319AF.jpg,Chaetodon_nippon_FishPix_168319.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168319AF.jpg,Chaetodontidae,no,success,132396
Chaetodon nippon,168320,168320AF.jpg,Chaetodon_nippon_FishPix_168320.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168320AF.jpg,Chaetodontidae,no,success,120336
Chaetodon nippon,168321,168321AF.jpg,Chaetodon_nippon_FishPix_168321.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168321AF.jpg,Chaetodontidae,no,success,123502
Chaetodon nippon,168322,168322AF.jpg,Chaetodon_nippon_FishPix_168322.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168322AF.jpg,Chaetodontidae,no,success,103269
Chaetodon nippon,168323,168323AF.jpg,Chaetodon_nippon_FishPix_168323.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168323AF.jpg,Chaetodontidae,no,success,128836
Chaetodon ornatissimus,168324,168324AF.jpg,Chaetodon_ornatissimus_FishPix_168324.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168324AF.jpg,Chaetodontidae,no,success,95935
Chaetodon ornatissimus,168325,168325AF.jpg,Chaetodon_ornatissimus_FishPix_168325.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168325AF.jpg,Chaetodontidae,no,success,143040
Chaetodon ornatissimus,168326,168326AF.jpg,Chaetodon_ornatissimus_FishPix_168326.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168326AF.jpg,Chaetodontidae,no,success,145325
Chaetodon plebeius,168327,168327AF.jpg,Chaetodon_plebeius_FishPix_168327.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168327AF.jpg,Chaetodontidae,no,success,158158
Chaetodon plebeius,168328,168328AF.jpg,Chaetodon_plebeius_FishPix_168328.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168328AF.jpg,Chaetodontidae,no,success,81945
Chaetodon plebeius,168329,168329AF.jpg,Chaetodon_plebeius_FishPix_168329.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168329AF.jpg,Chaetodontidae,no,success,142692
Chaetodon plebeius,168330,168330AF.jpg,Chaetodon_plebeius_FishPix_168330.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168330AF.jpg,Chaetodontidae,no,success,136111
Chaetodon plebeius,168331,168331AF.jpg,Chaetodon_plebeius_FishPix_168331.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168331AF.jpg,Chaetodontidae,no,success,117391
Chaetodon plebeius,168332,168332AF.jpg,Chaetodon_plebeius_FishPix_168332.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168332AF.jpg,Chaetodontidae,no,success,109275
Chaetodon punctatofasciatus,168333,168333AF.jpg,Chaetodon_punctatofasciatus_FishPix_168333.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168333AF.jpg,Chaetodontidae,no,success,102545
Chaetodon punctatofasciatus,168334,168334AF.jpg,Chaetodon_punctatofasciatus_FishPix_168334.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168334AF.jpg,Chaetodontidae,no,success,151904
Chaetodon punctatofasciatus,168335,168335AF.jpg,Chaetodon_punctatofasciatus_FishPix_168335.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168335AF.jpg,Chaetodontidae,no,success,97687
Chaetodon punctatofasciatus,168336,168336AF.jpg,Chaetodon_punctatofasciatus_FishPix_168336.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168336AF.jpg,Chaetodontidae,no,success,140506
Chaetodon punctatofasciatus,168337,168337AF.jpg,Chaetodon_punctatofasciatus_FishPix_168337.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168337AF.jpg,Chaetodontidae,no,success,130736
Chaetodon punctatofasciatus,168338,168338AF.jpg,Chaetodon_punctatofasciatus_FishPix_168338.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168338AF.jpg,Chaetodontidae,no,success,122861
Chaetodon punctatofasciatus,168339,168339AF.jpg,Chaetodon_punctatofasciatus_FishPix_168339.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168339AF.jpg,Chaetodontidae,no,success,122826
Chaetodon punctatofasciatus,168340,168340AF.jpg,Chaetodon_punctatofasciatus_FishPix_168340.jpg,https://fishpix.kahaku.go.jp/photos/NR0168/168340AF.jpg,Chaetodontidae,no,success,171947
