species,pic_id,original_filename,local_filename,url,family,in_miyazawa,download_status,file_size
Chaetodon wiebeli,162554,162554AF.jpg,Chaetodon_wiebeli_FishPix_162554.jpg,https://fishpix.kahaku.go.jp/photos/NR0162/162554AF.jpg,Chaetodontidae,no,success,72195
Chaetodon wiebeli,162555,162555AF.jpg,Chaetodon_wiebeli_FishPix_162555.jpg,https://fishpix.kahaku.go.jp/photos/NR0162/162555AF.jpg,Chaetodontidae,no,success,53482
Chaetodon nippon,162687,162687AF.jpg,Chaetodon_nippon_FishPix_162687.jpg,https://fishpix.kahaku.go.jp/photos/NR0162/162687AF.jpg,Chaetodontidae,no,success,49459
Chaetodon argentatus,16273,16273AF.jpg,Chaetodon_argentatus_FishPix_16273.jpg,https://fishpix.kahaku.go.jp/photos/NR0016/16273AF.jpg,Chaetodontidae,no,success,153241
Chaetodon auripes,162739,162739AF.jpg,Chaetodon_auripes_FishPix_162739.jpg,https://fishpix.kahaku.go.jp/photos/NR0162/162739AF.jpg,Chaetodontidae,no,success,72280
Chaetodon auriga,162753,162753AF.jpg,Chaetodon_auriga_FishPix_162753.jpg,https://fishpix.kahaku.go.jp/photos/NR0162/162753AF.jpg,Chaetodontidae,no,success,59452
Chaetodon vagabundus,162756,162756AF.jpg,Chaetodon_vagabundus_FishPix_162756.jpg,https://fishpix.kahaku.go.jp/photos/NR0162/162756AF.jpg,Chaetodontidae,no,success,55851
Chaetodon auriga,162776,162776AF.jpg,Chaetodon_auriga_FishPix_162776.jpg,https://fishpix.kahaku.go.jp/photos/NR0162/162776AF.jpg,Chaetodontidae,no,success,38015
Chaetodon vagabundus,162783,162783AF.jpg,Chaetodon_vagabundus_FishPix_162783.jpg,https://fishpix.kahaku.go.jp/photos/NR0162/162783AF.jpg,Chaetodontidae,no,success,52203
Chaetodon xanthurus,16279,16279AF.jpg,Chaetodon_xanthurus_FishPix_16279.jpg,https://fishpix.kahaku.go.jp/photos/NR0016/16279AF.jpg,Chaetodontidae,no,success,210372
Chaetodon auriga,162791,162791AF.jpg,Chaetodon_auriga_FishPix_162791.jpg,https://fishpix.kahaku.go.jp/photos/NR0162/162791AF.jpg,Chaetodontidae,no,success,57048
Coradion altivelis,16281,16281AF.jpg,Coradion_altivelis_FishPix_16281.jpg,https://fishpix.kahaku.go.jp/photos/NR0016/16281AF.jpg,Chaetodontidae,no,success,298280
Chaetodon auriga,162815,162815AF.jpg,Chaetodon_auriga_FishPix_162815.jpg,https://fishpix.kahaku.go.jp/photos/NR0162/162815AF.jpg,Chaetodontidae,no,success,43865
Chaetodon auripes,162816,162816AF.jpg,Chaetodon_auripes_FishPix_162816.jpg,https://fishpix.kahaku.go.jp/photos/NR0162/162816AF.jpg,Chaetodontidae,no,success,61462
Chaetodon ornatissimus,16284,16284AF.jpg,Chaetodon_ornatissimus_FishPix_16284.jpg,https://fishpix.kahaku.go.jp/photos/NR0016/16284AF.jpg,Chaetodontidae,no,success,240855
Chaetodon nippon,162861,162861AF.jpg,Chaetodon_nippon_FishPix_162861.jpg,https://fishpix.kahaku.go.jp/photos/NR0162/162861AF.jpg,Chaetodontidae,no,success,119595
Chaetodon nippon,162862,162862AF.jpg,Chaetodon_nippon_FishPix_162862.jpg,https://fishpix.kahaku.go.jp/photos/NR0162/162862AF.jpg,Chaetodontidae,no,success,91876
Unknown,16287,16287AF.jpg,Unknown_FishPix_16287.jpg,https://fishpix.kahaku.go.jp/photos/NR0016/16287AF.jpg,Chaetodontidae,no,success,233576
Heniochus diphreutes,162883,162883AF.jpg,Heniochus_diphreutes_FishPix_162883.jpg,https://fishpix.kahaku.go.jp/photos/NR0162/162883AF.jpg,Chaetodontidae,no,success,53518
Unknown,16294,16294AF.jpg,Unknown_FishPix_16294.jpg,https://fishpix.kahaku.go.jp/photos/NR0016/16294AF.jpg,Chaetodontidae,no,success,214229
Chaetodon nippon,162946,162946AF.jpg,Chaetodon_nippon_FishPix_162946.jpg,https://fishpix.kahaku.go.jp/photos/NR0162/162946AF.jpg,Chaetodontidae,no,success,58645
Chaetodon multicinctus,16295,16295AF.jpg,Chaetodon_multicinctus_FishPix_16295.jpg,https://fishpix.kahaku.go.jp/photos/NR0016/16295AF.jpg,Chaetodontidae,no,success,214229
Chaetodon nippon,163024,163024AF.jpg,Chaetodon_nippon_FishPix_163024.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163024AF.jpg,Chaetodontidae,no,success,73039
Chaetodon auripes,163108,163108AF.jpg,Chaetodon_auripes_FishPix_163108.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163108AF.jpg,Chaetodontidae,no,success,107284
Heniochus chrysostomus,163111,163111AF.jpg,Heniochus_chrysostomus_FishPix_163111.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163111AF.jpg,Chaetodontidae,no,success,131856
Chaetodon citrinellus,163155,163155AF.jpg,Chaetodon_citrinellus_FishPix_163155.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163155AF.jpg,Chaetodontidae,no,success,53083
Chaetodon xanthurus,163163,163163AF.jpg,Chaetodon_xanthurus_FishPix_163163.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163163AF.jpg,Chaetodontidae,no,success,63324
Chaetodon bennetti,163191,163191AF.jpg,Chaetodon_bennetti_FishPix_163191.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163191AF.jpg,Chaetodontidae,no,success,71451
Chaetodon auripes,163223,163223AF.jpg,Chaetodon_auripes_FishPix_163223.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163223AF.jpg,Chaetodontidae,no,success,59428
Chaetodon punctatofasciatus,163244,163244AF.jpg,Chaetodon_punctatofasciatus_FishPix_163244.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163244AF.jpg,Chaetodontidae,no,success,80577
Forcipiger flavissimus,163265,163265AF.jpg,Forcipiger_flavissimus_FishPix_163265.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163265AF.jpg,Chaetodontidae,no,success,63864
Chaetodon ulietensis,163266,163266AF.jpg,Chaetodon_ulietensis_FishPix_163266.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163266AF.jpg,Chaetodontidae,no,success,82562
Chaetodon kleinii,163268,163268AF.jpg,Chaetodon_kleinii_FishPix_163268.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163268AF.jpg,Chaetodontidae,no,success,72823
Chaetodon vagabundus,163271,163271AF.jpg,Chaetodon_vagabundus_FishPix_163271.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163271AF.jpg,Chaetodontidae,no,success,79530
Chaetodon argentatus,163276,163276AF.jpg,Chaetodon_argentatus_FishPix_163276.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163276AF.jpg,Chaetodontidae,no,success,58279
Chaetodon ornatissimus,163278,163278AF.jpg,Chaetodon_ornatissimus_FishPix_163278.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163278AF.jpg,Chaetodontidae,no,success,48686
Heniochus chrysostomus,163297,163297AF.jpg,Heniochus_chrysostomus_FishPix_163297.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163297AF.jpg,Chaetodontidae,no,success,58689
Chaetodon plebeius,163302,163302AF.jpg,Chaetodon_plebeius_FishPix_163302.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163302AF.jpg,Chaetodontidae,no,success,51340
Chaetodon kleinii,163306,163306AF.jpg,Chaetodon_kleinii_FishPix_163306.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163306AF.jpg,Chaetodontidae,no,success,71554
Heniochus chrysostomus,163347,163347AF.jpg,Heniochus_chrysostomus_FishPix_163347.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163347AF.jpg,Chaetodontidae,no,success,55924
Heniochus chrysostomus,163382,163382AF.jpg,Heniochus_chrysostomus_FishPix_163382.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163382AF.jpg,Chaetodontidae,no,success,65317
Unknown,163393,163393AF.jpg,Unknown_FishPix_163393.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163393AF.jpg,Chaetodontidae,no,success,81132
Heniochus chrysostomus,163458,163458AF.jpg,Heniochus_chrysostomus_FishPix_163458.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163458AF.jpg,Chaetodontidae,no,success,60456
Chaetodon citrinellus,163485,163485AF.jpg,Chaetodon_citrinellus_FishPix_163485.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163485AF.jpg,Chaetodontidae,no,success,73799
Chaetodon kleinii,163499,163499AF.jpg,Chaetodon_kleinii_FishPix_163499.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163499AF.jpg,Chaetodontidae,no,success,76530
Chaetodon citrinellus,163514,163514AF.jpg,Chaetodon_citrinellus_FishPix_163514.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163514AF.jpg,Chaetodontidae,no,success,98158
Chaetodon auriga,163515,163515AF.jpg,Chaetodon_auriga_FishPix_163515.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163515AF.jpg,Chaetodontidae,no,success,59514
Chaetodon lunulatus,163524,163524AF.jpg,Chaetodon_lunulatus_FishPix_163524.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163524AF.jpg,Chaetodontidae,no,success,67450
Chaetodon lunulatus,163583,163583AF.jpg,Chaetodon_lunulatus_FishPix_163583.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163583AF.jpg,Chaetodontidae,no,success,55302
Chaetodon rafflesii,163584,163584AF.jpg,Chaetodon_rafflesii_FishPix_163584.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163584AF.jpg,Chaetodontidae,no,success,79890
Chaetodon ephippium,163585,163585AF.jpg,Chaetodon_ephippium_FishPix_163585.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163585AF.jpg,Chaetodontidae,no,success,54207
Chaetodon bennetti,163599,163599AF.jpg,Chaetodon_bennetti_FishPix_163599.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163599AF.jpg,Chaetodontidae,no,success,48552
Chaetodon lunulatus,163617,163617AF.jpg,Chaetodon_lunulatus_FishPix_163617.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163617AF.jpg,Chaetodontidae,no,success,70253
Heniochus chrysostomus,163618,163618AF.jpg,Heniochus_chrysostomus_FishPix_163618.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163618AF.jpg,Chaetodontidae,no,success,53048
Chaetodon ornatissimus,163655,163655AF.jpg,Chaetodon_ornatissimus_FishPix_163655.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163655AF.jpg,Chaetodontidae,no,success,54052
Chaetodon baronessa,163672,163672AF.jpg,Chaetodon_baronessa_FishPix_163672.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163672AF.jpg,Chaetodontidae,no,success,71082
Chaetodon ulietensis,163682,163682AF.jpg,Chaetodon_ulietensis_FishPix_163682.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163682AF.jpg,Chaetodontidae,no,success,56028
Chaetodon melannotus,163720,163720AF.jpg,Chaetodon_melannotus_FishPix_163720.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163720AF.jpg,Chaetodontidae,no,success,59947
Chaetodon unimaculatus,163722,163722AF.jpg,Chaetodon_unimaculatus_FishPix_163722.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163722AF.jpg,Chaetodontidae,no,success,42856
Chaetodon plebeius,163724,163724AF.jpg,Chaetodon_plebeius_FishPix_163724.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163724AF.jpg,Chaetodontidae,no,success,50979
Chaetodon melannotus,163758,163758AF.jpg,Chaetodon_melannotus_FishPix_163758.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163758AF.jpg,Chaetodontidae,no,success,54616
Unknown,163770,163770AF.jpg,Unknown_FishPix_163770.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163770AF.jpg,Chaetodontidae,no,success,80781
Chaetodon xanthurus,163797,163797AF.jpg,Chaetodon_xanthurus_FishPix_163797.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163797AF.jpg,Chaetodontidae,no,success,72344
Chaetodon bennetti,163829,163829AF.jpg,Chaetodon_bennetti_FishPix_163829.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163829AF.jpg,Chaetodontidae,no,success,68654
Forcipiger flavissimus,163842,163842AF.jpg,Forcipiger_flavissimus_FishPix_163842.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163842AF.jpg,Chaetodontidae,no,success,73469
Chaetodon baronessa,163845,163845AF.jpg,Chaetodon_baronessa_FishPix_163845.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163845AF.jpg,Chaetodontidae,no,success,61195
Chaetodon trifascialis,163860,163860AF.jpg,Chaetodon_trifascialis_FishPix_163860.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163860AF.jpg,Chaetodontidae,no,success,57280
Chaetodon baronessa,163861,163861AF.jpg,Chaetodon_baronessa_FishPix_163861.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163861AF.jpg,Chaetodontidae,no,success,57255
Chaetodon trifascialis,163864,163864AF.jpg,Chaetodon_trifascialis_FishPix_163864.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163864AF.jpg,Chaetodontidae,no,success,62642
Chaetodon unimaculatus,163871,163871AF.jpg,Chaetodon_unimaculatus_FishPix_163871.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163871AF.jpg,Chaetodontidae,no,success,50232
Unknown,163887,163887AF.jpg,Unknown_FishPix_163887.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163887AF.jpg,Chaetodontidae,no,success,73039
Chaetodon auriga,163910,163910AF.jpg,Chaetodon_auriga_FishPix_163910.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163910AF.jpg,Chaetodontidae,no,success,53330
Unknown,163931,163931AF.jpg,Unknown_FishPix_163931.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163931AF.jpg,Chaetodontidae,no,success,53658
Chaetodon lunulatus,163936,163936AF.jpg,Chaetodon_lunulatus_FishPix_163936.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163936AF.jpg,Chaetodontidae,no,success,54568
Chaetodon melannotus,163941,163941AF.jpg,Chaetodon_melannotus_FishPix_163941.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163941AF.jpg,Chaetodontidae,no,success,63371
Heniochus monoceros,163949,163949AF.jpg,Heniochus_monoceros_FishPix_163949.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163949AF.jpg,Chaetodontidae,no,success,81177
Chaetodon argentatus,163973,163973AF.jpg,Chaetodon_argentatus_FishPix_163973.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163973AF.jpg,Chaetodontidae,no,success,56527
Chaetodon ephippium,163977,163977AF.jpg,Chaetodon_ephippium_FishPix_163977.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163977AF.jpg,Chaetodontidae,no,success,89128
Chaetodon plebeius,163995,163995AF.jpg,Chaetodon_plebeius_FishPix_163995.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163995AF.jpg,Chaetodontidae,no,success,89456
Chaetodon kleinii,163996,163996AF.jpg,Chaetodon_kleinii_FishPix_163996.jpg,https://fishpix.kahaku.go.jp/photos/NR0163/163996AF.jpg,Chaetodontidae,no,success,86724
Chaetodon ephippium,164000,164000AF.jpg,Chaetodon_ephippium_FishPix_164000.jpg,https://fishpix.kahaku.go.jp/photos/NR0164/164000AF.jpg,Chaetodontidae,no,success,61709
Chaetodon vagabundus,164034,164034AF.jpg,Chaetodon_vagabundus_FishPix_164034.jpg,https://fishpix.kahaku.go.jp/photos/NR0164/164034AF.jpg,Chaetodontidae,no,success,64485
Forcipiger flavissimus,164053,164053AF.jpg,Forcipiger_flavissimus_FishPix_164053.jpg,https://fishpix.kahaku.go.jp/photos/NR0164/164053AF.jpg,Chaetodontidae,no,success,46060
Chaetodon mertensii,164072,164072AF.jpg,Chaetodon_mertensii_FishPix_164072.jpg,https://fishpix.kahaku.go.jp/photos/NR0164/164072AF.jpg,Chaetodontidae,no,success,52767
Chaetodon xanthurus,164092,164092AF.jpg,Chaetodon_xanthurus_FishPix_164092.jpg,https://fishpix.kahaku.go.jp/photos/NR0164/164092AF.jpg,Chaetodontidae,no,success,52500
Chaetodon argentatus,164093,164093AF.jpg,Chaetodon_argentatus_FishPix_164093.jpg,https://fishpix.kahaku.go.jp/photos/NR0164/164093AF.jpg,Chaetodontidae,no,success,51299
Chaetodon mertensii,164097,164097AF.jpg,Chaetodon_mertensii_FishPix_164097.jpg,https://fishpix.kahaku.go.jp/photos/NR0164/164097AF.jpg,Chaetodontidae,no,success,45663
Chaetodon mertensii,164103,164103AF.jpg,Chaetodon_mertensii_FishPix_164103.jpg,https://fishpix.kahaku.go.jp/photos/NR0164/164103AF.jpg,Chaetodontidae,no,success,63723
Chaetodon citrinellus,164167,164167AF.jpg,Chaetodon_citrinellus_FishPix_164167.jpg,https://fishpix.kahaku.go.jp/photos/NR0164/164167AF.jpg,Chaetodontidae,no,success,47215
Chaetodon citrinellus,164234,164234AF.jpg,Chaetodon_citrinellus_FishPix_164234.jpg,https://fishpix.kahaku.go.jp/photos/NR0164/164234AF.jpg,Chaetodontidae,no,success,54800
Unknown,164242,164242AF.jpg,Unknown_FishPix_164242.jpg,https://fishpix.kahaku.go.jp/photos/NR0164/164242AF.jpg,Chaetodontidae,no,success,54727
Chaetodon citrinellus,164260,164260AF.jpg,Chaetodon_citrinellus_FishPix_164260.jpg,https://fishpix.kahaku.go.jp/photos/NR0164/164260AF.jpg,Chaetodontidae,no,success,103826
Heniochus diphreutes,164335,164335AF.jpg,Heniochus_diphreutes_FishPix_164335.jpg,https://fishpix.kahaku.go.jp/photos/NR0164/164335AF.jpg,Chaetodontidae,no,success,49512
Temminck et,16434,16434AF.jpg,Temminck_et_FishPix_16434.jpg,https://fishpix.kahaku.go.jp/photos/NR0016/16434AF.jpg,Chaetodontidae,no,success,224652
Chaetodon plebeius,164427,164427AF.jpg,Chaetodon_plebeius_FishPix_164427.jpg,https://fishpix.kahaku.go.jp/photos/NR0164/164427AF.jpg,Chaetodontidae,no,success,58625
Unknown,164504,164504AF.jpg,Unknown_FishPix_164504.jpg,https://fishpix.kahaku.go.jp/photos/NR0164/164504AF.jpg,Chaetodontidae,no,success,60671
Unknown,164505,164505AF.jpg,Unknown_FishPix_164505.jpg,https://fishpix.kahaku.go.jp/photos/NR0164/164505AF.jpg,Chaetodontidae,no,success,64656
Unknown,164506,164506AF.jpg,Unknown_FishPix_164506.jpg,https://fishpix.kahaku.go.jp/photos/NR0164/164506AF.jpg,Chaetodontidae,no,success,74142
Unknown,164507,164507AF.jpg,Unknown_FishPix_164507.jpg,https://fishpix.kahaku.go.jp/photos/NR0164/164507AF.jpg,Chaetodontidae,no,success,99156
Chaetodon auriga,164555,164555AF.jpg,Chaetodon_auriga_FishPix_164555.jpg,https://fishpix.kahaku.go.jp/photos/NR0164/164555AF.jpg,Chaetodontidae,no,success,52821
Chaetodon daedalma,164573,164573AF.jpg,Chaetodon_daedalma_FishPix_164573.jpg,https://fishpix.kahaku.go.jp/photos/NR0164/164573AF.jpg,Chaetodontidae,no,success,96832
Chaetodon punctatofasciatus,164655,164655AF.jpg,Chaetodon_punctatofasciatus_FishPix_164655.jpg,https://fishpix.kahaku.go.jp/photos/NR0164/164655AF.jpg,Chaetodontidae,no,success,66679
Forcipiger flavissimus,164708,164708AF.jpg,Forcipiger_flavissimus_FishPix_164708.jpg,https://fishpix.kahaku.go.jp/photos/NR0164/164708AF.jpg,Chaetodontidae,no,success,64986
Chaetodon quadrimaculatus,164767,164767AF.jpg,Chaetodon_quadrimaculatus_FishPix_164767.jpg,https://fishpix.kahaku.go.jp/photos/NR0164/164767AF.jpg,Chaetodontidae,no,success,63297
Chaetodon bennetti,164770,164770AF.jpg,Chaetodon_bennetti_FishPix_164770.jpg,https://fishpix.kahaku.go.jp/photos/NR0164/164770AF.jpg,Chaetodontidae,no,success,38902
Unknown,164778,164778AF.jpg,Unknown_FishPix_164778.jpg,https://fishpix.kahaku.go.jp/photos/NR0164/164778AF.jpg,Chaetodontidae,no,success,48583
Chaetodon quadrimaculatus,164845,164845AF.jpg,Chaetodon_quadrimaculatus_FishPix_164845.jpg,https://fishpix.kahaku.go.jp/photos/NR0164/164845AF.jpg,Chaetodontidae,no,success,98037
Forcipiger flavissimus,164879,164879AF.jpg,Forcipiger_flavissimus_FishPix_164879.jpg,https://fishpix.kahaku.go.jp/photos/NR0164/164879AF.jpg,Chaetodontidae,no,success,92148
Forcipiger flavissimus,164911,164911AF.jpg,Forcipiger_flavissimus_FishPix_164911.jpg,https://fishpix.kahaku.go.jp/photos/NR0164/164911AF.jpg,Chaetodontidae,no,success,75005
Chaetodon ornatissimus,164915,164915AF.jpg,Chaetodon_ornatissimus_FishPix_164915.jpg,https://fishpix.kahaku.go.jp/photos/NR0164/164915AF.jpg,Chaetodontidae,no,success,99528
Chaetodon punctatofasciatus,164926,164926AF.jpg,Chaetodon_punctatofasciatus_FishPix_164926.jpg,https://fishpix.kahaku.go.jp/photos/NR0164/164926AF.jpg,Chaetodontidae,no,success,57217
Chaetodon trifascialis,164945,164945AF.jpg,Chaetodon_trifascialis_FishPix_164945.jpg,https://fishpix.kahaku.go.jp/photos/NR0164/164945AF.jpg,Chaetodontidae,no,success,96266
Chaetodon mertensii,164960,164960AF.jpg,Chaetodon_mertensii_FishPix_164960.jpg,https://fishpix.kahaku.go.jp/photos/NR0164/164960AF.jpg,Chaetodontidae,no,success,135093
Chaetodon bennetti,164977,164977AF.jpg,Chaetodon_bennetti_FishPix_164977.jpg,https://fishpix.kahaku.go.jp/photos/NR0164/164977AF.jpg,Chaetodontidae,no,success,79614
Chaetodon bennetti,164980,164980AF.jpg,Chaetodon_bennetti_FishPix_164980.jpg,https://fishpix.kahaku.go.jp/photos/NR0164/164980AF.jpg,Chaetodontidae,no,success,62309
Heniochus diphreutes,165015,165015AF.jpg,Heniochus_diphreutes_FishPix_165015.jpg,https://fishpix.kahaku.go.jp/photos/NR0165/165015AF.jpg,Chaetodontidae,no,success,67601
Chaetodon guentheri,165017,165017AF.jpg,Chaetodon_guentheri_FishPix_165017.jpg,https://fishpix.kahaku.go.jp/photos/NR0165/165017AF.jpg,Chaetodontidae,no,success,36666
Chaetodon daedalma,165024,165024AF.jpg,Chaetodon_daedalma_FishPix_165024.jpg,https://fishpix.kahaku.go.jp/photos/NR0165/165024AF.jpg,Chaetodontidae,no,success,132942
Chaetodon trifascialis,165043,165043AF.jpg,Chaetodon_trifascialis_FishPix_165043.jpg,https://fishpix.kahaku.go.jp/photos/NR0165/165043AF.jpg,Chaetodontidae,no,success,101765
Heniochus diphreutes,16516,16516AF.jpg,Heniochus_diphreutes_FishPix_16516.jpg,https://fishpix.kahaku.go.jp/photos/NR0016/16516AF.jpg,Chaetodontidae,no,success,265529
Chaetodon auriga,165169,165169AF.jpg,Chaetodon_auriga_FishPix_165169.jpg,https://fishpix.kahaku.go.jp/photos/NR0165/165169AF.jpg,Chaetodontidae,no,success,50005
Unknown,165184,165184AF.jpg,Unknown_FishPix_165184.jpg,https://fishpix.kahaku.go.jp/photos/NR0165/165184AF.jpg,Chaetodontidae,no,success,77902
Unknown,165200,165200AF.jpg,Unknown_FishPix_165200.jpg,https://fishpix.kahaku.go.jp/photos/NR0165/165200AF.jpg,Chaetodontidae,no,success,81651
Chaetodon bennetti,165312,165312AF.jpg,Chaetodon_bennetti_FishPix_165312.jpg,https://fishpix.kahaku.go.jp/photos/NR0165/165312AF.jpg,Chaetodontidae,no,success,55230
Forcipiger flavissimus,165313,165313AF.jpg,Forcipiger_flavissimus_FishPix_165313.jpg,https://fishpix.kahaku.go.jp/photos/NR0165/165313AF.jpg,Chaetodontidae,no,success,67852
Chaetodon melannotus,165327,165327AF.jpg,Chaetodon_melannotus_FishPix_165327.jpg,https://fishpix.kahaku.go.jp/photos/NR0165/165327AF.jpg,Chaetodontidae,no,success,84728
Chaetodon daedalma,165354,165354AF.jpg,Chaetodon_daedalma_FishPix_165354.jpg,https://fishpix.kahaku.go.jp/photos/NR0165/165354AF.jpg,Chaetodontidae,no,success,134178
Chaetodon punctatofasciatus,165399,165399AF.jpg,Chaetodon_punctatofasciatus_FishPix_165399.jpg,https://fishpix.kahaku.go.jp/photos/NR0165/165399AF.jpg,Chaetodontidae,no,success,104361
Chaetodon guentheri,165404,165404AF.jpg,Chaetodon_guentheri_FishPix_165404.jpg,https://fishpix.kahaku.go.jp/photos/NR0165/165404AF.jpg,Chaetodontidae,no,success,54047
Chaetodon auripes,165412,165412AF.jpg,Chaetodon_auripes_FishPix_165412.jpg,https://fishpix.kahaku.go.jp/photos/NR0165/165412AF.jpg,Chaetodontidae,no,success,77975
Chaetodon lunulatus,165478,165478AF.jpg,Chaetodon_lunulatus_FishPix_165478.jpg,https://fishpix.kahaku.go.jp/photos/NR0165/165478AF.jpg,Chaetodontidae,no,success,86976
Heniochus chrysostomus,165493,165493AF.jpg,Heniochus_chrysostomus_FishPix_165493.jpg,https://fishpix.kahaku.go.jp/photos/NR0165/165493AF.jpg,Chaetodontidae,no,success,107381
Unknown,165498,165498AF.jpg,Unknown_FishPix_165498.jpg,https://fishpix.kahaku.go.jp/photos/NR0165/165498AF.jpg,Chaetodontidae,no,success,126595
Chaetodon argentatus,165521,165521AF.jpg,Chaetodon_argentatus_FishPix_165521.jpg,https://fishpix.kahaku.go.jp/photos/NR0165/165521AF.jpg,Chaetodontidae,no,success,58932
Chaetodon rafflesii,165548,165548AF.jpg,Chaetodon_rafflesii_FishPix_165548.jpg,https://fishpix.kahaku.go.jp/photos/NR0165/165548AF.jpg,Chaetodontidae,no,success,86456
Chaetodon citrinellus,165560,165560AF.jpg,Chaetodon_citrinellus_FishPix_165560.jpg,https://fishpix.kahaku.go.jp/photos/NR0165/165560AF.jpg,Chaetodontidae,no,success,44593
Chaetodon ornatissimus,165571,165571AF.jpg,Chaetodon_ornatissimus_FishPix_165571.jpg,https://fishpix.kahaku.go.jp/photos/NR0165/165571AF.jpg,Chaetodontidae,no,success,78175
Chaetodon unimaculatus,165667,165667AF.jpg,Chaetodon_unimaculatus_FishPix_165667.jpg,https://fishpix.kahaku.go.jp/photos/NR0165/165667AF.jpg,Chaetodontidae,no,success,70019
Chaetodon humeralis,165741,165741AF.jpg,Chaetodon_humeralis_FishPix_165741.jpg,https://fishpix.kahaku.go.jp/photos/NR0165/165741AF.jpg,Chaetodontidae,no,success,137945
Chaetodon humeralis,165742,165742AF.jpg,Chaetodon_humeralis_FishPix_165742.jpg,https://fishpix.kahaku.go.jp/photos/NR0165/165742AF.jpg,Chaetodontidae,no,success,150680
Chaetodon humeralis,165759,165759AF.jpg,Chaetodon_humeralis_FishPix_165759.jpg,https://fishpix.kahaku.go.jp/photos/NR0165/165759AF.jpg,Chaetodontidae,no,success,96949
Unknown,165760,165760AF.jpg,Unknown_FishPix_165760.jpg,https://fishpix.kahaku.go.jp/photos/NR0165/165760AF.jpg,Chaetodontidae,no,success,127099
Chaetodon humeralis,165837,165837AF.jpg,Chaetodon_humeralis_FishPix_165837.jpg,https://fishpix.kahaku.go.jp/photos/NR0165/165837AF.jpg,Chaetodontidae,no,success,203751
Chaetodon daedalma,16585,16585AF.jpg,Chaetodon_daedalma_FishPix_16585.jpg,https://fishpix.kahaku.go.jp/photos/NR0016/16585AF.jpg,Chaetodontidae,no,success,185680
